timestamp,open,high,low,close,volume
2025-08-01 00:00:00,115697.3,115877.8,114239.0,115366.9,21495.534
2025-08-01 01:00:00,115366.9,115547.2,114525.0,115270.2,11791.83
2025-08-01 02:00:00,115270.0,115958.1,115159.6,115908.8,5854.093
2025-08-01 03:00:00,115908.7,116000.0,115557.0,115595.7,3463.39
2025-08-01 04:00:00,115595.6,115658.0,115208.7,115648.3,3763.291
2025-08-01 05:00:00,115648.4,115873.4,115313.3,115511.4,3399.244
2025-08-01 06:00:00,115511.4,115600.0,115017.3,115112.8,4951.036
2025-08-01 07:00:00,115112.9,115257.6,114579.5,115015.1,9100.963
2025-08-01 08:00:00,115015.1,115015.1,114055.6,114552.3,11106.016
2025-08-01 09:00:00,114552.3,115291.1,114495.9,114890.3,6779.132
2025-08-01 10:00:00,114890.4,115153.6,114633.1,114697.7,4419.786
2025-08-01 11:00:00,114697.8,115282.6,114543.2,115246.6,4284.448
2025-08-01 12:00:00,115246.5,115886.0,115083.7,115674.9,10406.269
2025-08-01 13:00:00,115674.9,115956.0,114121.0,114304.7,15360.16
2025-08-01 14:00:00,114304.7,115782.5,113871.1,115568.7,19416.085
2025-08-01 15:00:00,115568.7,115597.4,114625.9,115305.3,9618.253
2025-08-01 16:00:00,115305.3,115656.8,114769.2,114962.2,8504.396
2025-08-01 17:00:00,114962.2,115060.9,114300.0,114387.3,8673.89
2025-08-01 18:00:00,114387.2,114461.5,113632.4,113792.7,15088.794
2025-08-01 19:00:00,113792.7,113887.6,113173.7,113278.5,13821.336
2025-08-01 20:00:00,113278.4,113934.0,113113.0,113900.0,7747.18
2025-08-01 21:00:00,113900.1,114039.0,113617.9,113833.9,3829.7
2025-08-01 22:00:00,113834.0,113958.3,112660.0,113086.2,13460.53
2025-08-01 23:00:00,113086.3,113518.7,112850.7,113244.8,4946.743
2025-08-02 00:00:00,113244.8,113788.0,113145.0,113762.7,4502.157
2025-08-02 01:00:00,113762.6,113863.0,113357.1,113620.1,2536.665
2025-08-02 02:00:00,113620.0,113715.3,113466.1,113647.2,1782.853
2025-08-02 03:00:00,113647.2,113873.7,113647.2,113859.9,2205.4
2025-08-02 04:00:00,113860.0,114000.0,113766.3,113969.6,2648.155
2025-08-02 05:00:00,113969.6,113995.0,113790.2,113929.1,1933.173
2025-08-02 06:00:00,113929.1,113938.9,113415.8,113655.1,4429.015
2025-08-02 07:00:00,113655.0,113965.7,113509.0,113919.9,2927.983
2025-08-02 08:00:00,113920.0,113988.0,113605.5,113633.8,2953.558
2025-08-02 09:00:00,113633.8,113804.7,113520.0,113634.3,2113.884
2025-08-02 10:00:00,113634.4,113662.7,113370.0,113504.2,3065.645
2025-08-02 11:00:00,113504.1,113863.5,113401.0,113732.5,2085.748
2025-08-02 12:00:00,113732.6,113740.5,113519.1,113574.1,1394.751
2025-08-02 13:00:00,113574.1,113595.6,113168.0,113410.1,4365.794
2025-08-02 14:00:00,113410.1,113488.0,112877.0,113054.6,6073.972
2025-08-02 15:00:00,113054.5,113384.6,112769.2,112798.6,6659.876
