Symbol,Start Date,End Date,Initial Deposit,Net Profit,Profit Factor,Sortino Ratio,Gross Profit,Fees,Drawdown,Total Trades,Winrate,Avg Winning Trade,Avg Losing Trade,ZScore Window,ZScore Threshold,ATR Length,Volume Z Threshold,Min ATR
ALPINEUSDT,2025-08-01,2025-08-15,10000.0,-4889.6629764828,0.5609438727684485,-15.953502161076312,5110.3370235172,3091.740823203659,49.53550011569901,344,46.80232558139535,0.4381374258621281,-0.6934302779000429,30,2.0,30,0.5,0.01
ALPINEUSDT,2025-08-01,2025-08-15,10000.0,-4711.300092425069,0.5716892052107859,-15.334187634758154,5288.699907574931,3022.019068557748,48.16514881089953,335,47.16417910447761,0.4497090923040527,-0.7074963458624299,31,2.0,30,0.5,0.01
ALPINEUSDT,2025-08-01,2025-08-15,10000.0,-4941.948497708449,0.5558641441511323,-15.681456294243048,5058.051502291551,2984.0891727467088,50.17070934634924,333,46.846846846846844,0.4500285945395848,-0.7182422855533227,32,2.0,30,0.5,0.01
ALPINEUSDT,2025-08-01,2025-08-15,10000.0,-4759.483970698869,0.5563112772527851,-15.320417012783423,5240.516029301131,2906.0063251559627,49.99077193180735,324,45.98765432098765,0.451415625080452,-0.7029130553128367,33,2.0,30,0.5,0.01
ALPINEUSDT,2025-08-01,2025-08-15,10000.0,-4573.524182073198,0.5896727014120601,-14.479158926610404,5426.475817926802,2969.415174070586,47.98688282363619,329,48.02431610942249,0.4637345216814048,-0.7386141197445285,34,2.0,30,0.5,0.01
ALPINEUSDT,2025-08-01,2025-08-15,10000.0,-4693.193949489973,0.5728983022405353,-14.978653121482209,5306.806050510027,2974.0239051536696,48.40954436030959,332,46.3855421686747,0.45842551326378483,-0.6972294402561697,35,2.0,30,0.5,0.01
