time,open,high,low,close,SMA UCL Bands,SMA LCL Bands,Candles (Цена откр.),Candles (Макс.,Candles (Мин.),Candles (Закрыть),Z-Score,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Down Trendline,Up Trendline,Volume,Volume MA,24H Volume
1755272010,0.019236,0.019355,0.019225,0.019306,NaN,NaN,0,0,0,0,-0.7896950529632131,0,1,2,3,-1,-2,-3,0.02009700000000012,NaN,22172810,24536376.43,642589227.1274079
1755272040,0.019308,0.019315,0.019218,0.019302,NaN,NaN,0,0,0,0,-0.7800457728762921,0,1,2,3,-1,-2,-3,0.020088000000000123,NaN,20210420,24209168.95,642589227.1274079
1755272070,0.01931,0.019372,0.01927,0.019367,NaN,NaN,0,0,0,0,-0.555225030307184,0,1,2,3,-1,-2,-3,0.020079000000000125,NaN,14573694,24041630.82,643091428.2557789
1755272100,0.019367,0.0195,0.019308,0.019393,NaN,NaN,0,0,0,0,-0.4525835141977578,0,1,2,3,-1,-2,-3,0.020070000000000126,NaN,32661499,23601139.23,643091428.2557789
1755272130,0.019394,0.019471,0.019388,0.019424,NaN,NaN,0,0,0,0,-0.33210474353300024,0,1,2,3,-1,-2,-3,0.020061000000000127,NaN,12796869,23486819.465,643821021.4927939
1755272160,0.019424,0.019593,0.019361,0.019556,NaN,NaN,0,0,0,0,0.12703722084573468,0,1,2,3,-1,-2,-3,0.02005200000000013,NaN,20791274,23380249.23,643821021.4927939
1755272190,0.019538,0.019542,0.019425,0.019433,NaN,NaN,0,0,0,0,-0.26859394865981023,0,1,2,3,-1,-2,-3,0.02004300000000013,NaN,19916628,23264580.56,644442442.4052799
1755272220,0.019433,0.019498,0.019404,0.019428,NaN,NaN,0,0,0,0,-0.2687628686665692,0,1,2,3,-1,-2,-3,0.02003400000000013,NaN,8084425,23176236.255,644442442.4052799
1755272250,0.019429,0.019474,0.019355,0.019394,NaN,NaN,0,0,0,0,-0.3659482692373661,0,1,2,3,-1,-2,-3,0.020025000000000133,NaN,12163919,23139698.495,644735696.5250059
1755272280,0.019394,0.019488,0.019371,0.019451,NaN,NaN,0,0,0,0,-0.14502891388207956,0,1,2,3,-1,-2,-3,0.020016000000000134,NaN,13294409,23117042.93,644735696.5250059
1755272310,0.019457,0.019514,0.019438,0.019506,NaN,NaN,0,0,0,0,0.08175509438388323,0,1,2,3,-1,-2,-3,0.020007000000000136,NaN,9878746,23068899.665,645058513.640572
1755272340,0.019503,0.019781,0.019463,0.019723,NaN,NaN,0,0,0,0,0.9171115928236424,0,1,2,3,-1,-2,-3,0.019998000000000137,NaN,40497604,23148040.075,645058513.640572
