Symbol,Start Date,End Date,Initial Deposit,Net Profit,Profit Factor,Sortino Ratio,Gross Profit,Fees,Drawdown,Total Trades,Winrate,Avg Winning Trade,Avg Losing Trade,ZScore Window,ZScore Threshold,ATR Length,Volume Z Threshold,Min ATR
MYXUSDT,2025-08-14,2025-08-15,10000.0,-502.53253696751926,0.7911425729688268,-9.559167334025393,9497.46746303248,418.7976835206255,15.516966380656447,43,55.81395348837209,0.8344711875847656,-1.2988525444243855,30,2.0,30,0.5,0.01
MYXUSDT,2025-08-14,2025-08-15,10000.0,-308.4674955594437,0.8609613388409856,-5.433977895296663,9691.532504440556,431.38460694435565,15.359716231301388,44,61.36363636363637,0.7346919217481778,-1.334511791899828,31,2.0,30,0.5,0.01
MYXUSDT,2025-08-14,2025-08-15,10000.0,-346.81203238969283,0.846058204748794,-6.287877210801685,9653.187967610307,430.77439104055276,16.297854270808408,44,59.09090909090909,0.7636650530312644,-1.2830332876254664,32,2.0,30,0.5,0.01
MYXUSDT,2025-08-14,2025-08-15,10000.0,-378.82599018847213,0.8218441771413778,-7.134337523809185,9621.174009811528,420.8364512753213,16.294575644418853,43,60.46511627906976,0.701174585621188,-1.2831112684016057,33,2.0,30,0.5,0.01
MYXUSDT,2025-08-14,2025-08-15,10000.0,-330.7697234760162,0.8418019791244681,-6.0497862367406805,9669.230276523984,401.78164998178244,16.299376949749654,41,56.09756097560976,0.7963554036746827,-1.1893260562685646,34,2.0,30,0.5,0.01
MYXUSDT,2025-08-14,2025-08-15,10000.0,-218.57580259894894,0.8921970219240275,-3.4767470632639457,9781.424197401051,392.63073881261886,16.122982733930645,40,65.0,0.7220937566971112,-1.4799884964868721,35,2.0,30,0.5,0.01
